property_code,be_department_slug,be_department,be_section,dept_code,account,account_name,pl_line,section,original_class,pct_variable,map_source,excluded_from_be,source_rows
AMA,rooms,Rooms,OPERATING EXPENSES,0110,7685,Uniform Laundry,OPEX_ROOMS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0116:7685
AMA,fb,F&B,COST OF SALES,0120,5101,Food CostCostos Alimentos,COS_FB_FOOD,COST OF SALES,Variable,1.0,GL,false,CWL 0120:5101
AMA,fb,F&B,COST OF SALES,0120,5102,Bar to FoodCostos Alimentos,COS_FB_FOOD,COST OF SALES,Variable,1.0,GL,false,CWL 0120:5102
AMA,fb,F&B,COST OF SALES,0120,5150,Bev CostCostos Beverage,COS_FB_BEV,COST OF SALES,Variable,1.0,GL,false,CWL 0120:5150
AMA,fb,F&B,PAYROLL,0120,6000,Salary and Wages,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6000
AMA,fb,F&B,PAYROLL,0120,6001,Overtime,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6001
AMA,fb,F&B,PAYROLL,0120,6002,Day Off,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6002
AMA,fb,F&B,PAYROLL,0120,6003,Working Holiday,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6003
AMA,fb,F&B,PAYROLL,0120,6010,Commissions,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6010
AMA,fb,F&B,PAYROLL,0120,6020,Social Security,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6020
AMA,fb,F&B,PAYROLL,0120,6021,Christmas bonus,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6021
AMA,fb,F&B,PAYROLL,0120,6022,Work Risk Policy,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6022
AMA,fb,F&B,PAYROLL,0120,6023,Vacations Accrual,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6023
AMA,fb,F&B,PAYROLL,0120,6024,Vacations Taken,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6024
AMA,fb,F&B,PAYROLL,0120,6025,Cafeteria,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6025
AMA,fb,F&B,PAYROLL,0120,6026,Notice and Severance Pay,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6026
AMA,fb,F&B,PAYROLL,0120,6027,Incentive Bonus,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6027
AMA,fb,F&B,PAYROLL,0120,6028,Housing,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6028
AMA,fb,F&B,PAYROLL,0120,6029,Employee Transportation,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6029
AMA,fb,F&B,PAYROLL,0120,6030,Employee Benefit Others,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:6030
AMA,fb,F&B,OPERATING EXPENSES,0120,7025,Banquet Expenses,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7025
AMA,fb,F&B,OPERATING EXPENSES,0120,7060,China,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7060
AMA,fb,F&B,OPERATING EXPENSES,0120,7065,Cleaning Supplies,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7065
AMA,fb,F&B,OPERATING EXPENSES,0120,7070,Cluster Services,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7070
AMA,fb,F&B,OPERATING EXPENSES,0120,7080,Commissions,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7080
AMA,fb,F&B,OPERATING EXPENSES,0120,7100,Complimentary Services and Gifts,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7100
AMA,fb,F&B,OPERATING EXPENSES,0120,7105,Contract Services,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7105
AMA,fb,F&B,OPERATING EXPENSES,0120,7110,Corporate Office Reimbursables,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7110
AMA,fb,F&B,OPERATING EXPENSES,0120,7125,Decorations,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7125
AMA,fb,F&B,OPERATING EXPENSES,0120,7140,Dishwashing Supplies,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7140
AMA,fb,F&B,OPERATING EXPENSES,0120,7150,Dues and Subscriptions,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7150
AMA,fb,F&B,OPERATING EXPENSES,0120,7175,Entertainment—In-House,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7175
AMA,fb,F&B,OPERATING EXPENSES,0120,7185,Equipment Rental,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7185
AMA,fb,F&B,OPERATING EXPENSES,0120,7195,Flatware,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7195
AMA,fb,F&B,OPERATING EXPENSES,0120,7235,Glassware,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7235
AMA,fb,F&B,OPERATING EXPENSES,0120,7275,Ice,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7275
AMA,fb,F&B,OPERATING EXPENSES,0120,7295,Kitchen Fuel,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7295
AMA,fb,F&B,OPERATING EXPENSES,0120,7300,Kitchen Smallwares,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7300
AMA,fb,F&B,OPERATING EXPENSES,0120,7310,Laundry and Dry Cleaning,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7310
AMA,fb,F&B,OPERATING EXPENSES,0120,7335,Licenses and Permits,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7335
AMA,fb,F&B,OPERATING EXPENSES,0120,7350,Linen,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7350
AMA,fb,F&B,OPERATING EXPENSES,0120,7365,Management Fees,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7365
AMA,fb,F&B,OPERATING EXPENSES,0120,7375,Menus and Beverage Lists,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7375
AMA,fb,F&B,OPERATING EXPENSES,0120,7380,Miscellaneous,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7380
AMA,fb,F&B,OPERATING EXPENSES,0120,7385,Music and Entertainment,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7385
AMA,fb,F&B,OPERATING EXPENSES,0120,7400,Operating Supplies,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7400
AMA,fb,F&B,OPERATING EXPENSES,0120,7460,Paper and Plastics,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7460
AMA,fb,F&B,OPERATING EXPENSES,0120,7485,Postage and Overnight Delivery Charges,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7485
AMA,fb,F&B,OPERATING EXPENSES,0120,7490,Printing and Stationery,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7490
AMA,fb,F&B,OPERATING EXPENSES,0120,7525,Reservations,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7525
AMA,fb,F&B,OPERATING EXPENSES,0120,7530,Royalty Fees,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7530
AMA,fb,F&B,OPERATING EXPENSES,0120,7665,Training,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7665
AMA,fb,F&B,OPERATING EXPENSES,0120,7670,Travel—Meals and Entertainment,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7670
AMA,fb,F&B,OPERATING EXPENSES,0120,7675,Travel—Other,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7675
AMA,fb,F&B,OPERATING EXPENSES,0120,7680,Uniform Costs,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7680
AMA,fb,F&B,OPERATING EXPENSES,0120,7685,Uniform Laundry,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7685
AMA,fb,F&B,OPERATING EXPENSES,0120,7695,Utensils,OPEX_FB,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0120:7695
AMA,spa,Spa,COST OF SALES,0140,5301,Spa Retail 2 CostCostos Spa,COS_SPA,COST OF SALES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 5301 en CWL OPERATING (Variable=1)
AMA,spa,Spa,PAYROLL,0140,6000,Salary and Wages,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6000
AMA,spa,Spa,PAYROLL,0140,6001,Overtime,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0140:6001
AMA,spa,Spa,PAYROLL,0140,6002,Day Off,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0140:6002
AMA,spa,Spa,PAYROLL,0140,6003,Working Holiday,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6003
AMA,spa,Spa,PAYROLL,0140,6010,Commissions,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6010
AMA,spa,Spa,PAYROLL,0140,6020,Social Security,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6020
AMA,spa,Spa,PAYROLL,0140,6021,Christmas bonus,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6021
AMA,spa,Spa,PAYROLL,0140,6022,Work Risk Policy,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6022
AMA,spa,Spa,PAYROLL,0140,6023,Vacations Accrual,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0140:6023
AMA,spa,Spa,PAYROLL,0140,6024,Vacations Taken,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6024
AMA,spa,Spa,PAYROLL,0140,6025,Cafeteria,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6025
AMA,spa,Spa,PAYROLL,0140,6026,Notice and Severance Pay,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0140:6026
AMA,spa,Spa,PAYROLL,0140,6027,Incentive Bonus,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0140:6027
AMA,spa,Spa,PAYROLL,0140,6028,Housing,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0140:6028
AMA,spa,Spa,PAYROLL,0140,6029,Employee Transportation,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6029
AMA,spa,Spa,PAYROLL,0140,6030,Employee Benefit Others,OPEX_SPA,OPERATING EXPENSES,Fixed Cost,0.0,GL,false,CWL 0130:6030
AMA,spa,Spa,OPERATING EXPENSES,0140,7005,Ambience,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7005
AMA,spa,Spa,OPERATING EXPENSES,0140,7010,Athletic Supplies,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7010
AMA,spa,Spa,OPERATING EXPENSES,0140,7065,Cleaning Supplies,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7065
AMA,spa,Spa,OPERATING EXPENSES,0140,7070,Cluster Services,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7070
AMA,spa,Spa,OPERATING EXPENSES,0140,7100,Complimentary Services and Gifts,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7100
AMA,spa,Spa,OPERATING EXPENSES,0140,7105,Contract Services,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7105
AMA,spa,Spa,OPERATING EXPENSES,0140,7110,Corporate Office Reimbursables,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7110
AMA,spa,Spa,OPERATING EXPENSES,0140,7125,Decorations,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7125
AMA,spa,Spa,OPERATING EXPENSES,0140,7150,Dues and Subscriptions,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7150
AMA,spa,Spa,OPERATING EXPENSES,0140,7175,Entertainment—In-House,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7175
AMA,spa,Spa,OPERATING EXPENSES,0140,7185,Equipment Rental,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7185
AMA,spa,Spa,OPERATING EXPENSES,0140,7260,Health and Beauty Products,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7260
AMA,spa,Spa,OPERATING EXPENSES,0140,7310,Laundry and Dry Cleaning,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7310
AMA,spa,Spa,OPERATING EXPENSES,0140,7335,Licenses and Permits,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7335
AMA,spa,Spa,OPERATING EXPENSES,0140,7350,Linen,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7350
AMA,spa,Spa,OPERATING EXPENSES,0140,7365,Management Fees,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7365
AMA,spa,Spa,OPERATING EXPENSES,0140,7380,Miscellaneous,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7380
AMA,spa,Spa,OPERATING EXPENSES,0140,7400,Operating Supplies,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7400
AMA,spa,Spa,OPERATING EXPENSES,0140,7490,Printing and Stationery,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7490
AMA,spa,Spa,OPERATING EXPENSES,0140,7525,Reservations,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7525
AMA,spa,Spa,OPERATING EXPENSES,0140,7530,Royalty Fees,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7530
AMA,spa,Spa,OPERATING EXPENSES,0140,7555,Swimming Pool,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7555
AMA,spa,Spa,OPERATING EXPENSES,0140,7665,Training,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7665
AMA,spa,Spa,OPERATING EXPENSES,0140,7670,Travel—Meals and Entertainment,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7670
AMA,spa,Spa,OPERATING EXPENSES,0140,7675,Travel—Other,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0140:7675
AMA,spa,Spa,OPERATING EXPENSES,0140,7680,Uniform Costs,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7680
AMA,spa,Spa,OPERATING EXPENSES,0140,7685,Uniform Laundry,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0130:7685
AMA,spa,Spa,OPERATING EXPENSES,0140,7080,Commissions,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7080 en CWL OPERATING (Variable=4)
AMA,spa,Spa,OPERATING EXPENSES,0140,7085,Commissions and Fees—Group,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7085 en CWL OPERATING (Variable=3)
AMA,spa,Spa,OPERATING EXPENSES,0140,7090,Complimentary Food and Beverage,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7090 en CWL OPERATING (Variable=3)
AMA,spa,Spa,OPERATING EXPENSES,0140,7095,Complimentary In-Room/Media Entertainment,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7095 en CWL OPERATING (Variable=3)
AMA,spa,Spa,OPERATING EXPENSES,0140,7245,Guest Relocation,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7245 en CWL OPERATING (Variable=3)
AMA,spa,Spa,OPERATING EXPENSES,0140,7250,Guest Supplies,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7250 en CWL OPERATING (Variable=3)
AMA,spa,Spa,OPERATING EXPENSES,0140,7255,Guest Transportation,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7255 en CWL OPERATING (Variable=3)
AMA,spa,Spa,OPERATING EXPENSES,0140,7485,Postage and Overnight Delivery Charges,OPEX_SPA,OPERATING EXPENSES,Variable,1.0,ANALOGIA,false,ANALOGIA cuenta 7485 en CWL OPERATING (Variable=4)
AMA,tours,Tours,PAYROLL,0150,6000,Salary and Wages,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6000
AMA,tours,Tours,PAYROLL,0150,6001,Overtime,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6001
AMA,tours,Tours,PAYROLL,0150,6002,Day Off,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6002
AMA,tours,Tours,PAYROLL,0150,6003,Working Holiday,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6003
AMA,tours,Tours,PAYROLL,0150,6010,Commissions,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6010
AMA,tours,Tours,PAYROLL,0150,6020,Social Security,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6020
AMA,tours,Tours,PAYROLL,0150,6021,Christmas bonus,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6021
AMA,tours,Tours,PAYROLL,0150,6022,Work Risk Policy,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6022
AMA,tours,Tours,PAYROLL,0150,6023,Vacations Accrual,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6023
AMA,tours,Tours,PAYROLL,0150,6024,Vacations Taken,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6024
AMA,tours,Tours,PAYROLL,0150,6025,Cafeteria,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6025
AMA,tours,Tours,PAYROLL,0150,6026,Notice and Severance Pay,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6026
AMA,tours,Tours,PAYROLL,0150,6027,Incentive Bonus,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6027
AMA,tours,Tours,PAYROLL,0150,6028,Housing,OPEX_TOURS,OPERATING EXPENSES,Variable,1.0,GL,false,CWL 0150:6028
